Year,Week,Movie,Viewers
2024,1,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",658
2024,1,"Mutluyuz
 29 Aralık 2023",307
2024,1,"Nefes - Yer Eksi İki
 15 Aralık 2023",280
2024,1,"Ölümlü Dünya 2
 1 Aralık 2023",267
2024,1,"Aquaman ve Kayıp Krallık
 22 Aralık 2023",459
2024,1,"Wonka
 15 Aralık 2023",191
2024,1,"Murat Göğebakan: Kalbim Yaralı
 8 Aralık 2023",216
2024,1,"Karanlık Ruhlar
 29 Aralık 2023",99
2024,1,"İçimdeki Şeytan
 29 Aralık 2023",116
2024,1,"Nasreddin Hoca 2: Dinozorlar Çağı
 1 Aralık 2023",82
2024,2,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",574
2024,2,"Atatürk 1881 - 1919 (2. Film)
 5 Ocak 2024",686
2024,2,"Mutluyuz
 29 Aralık 2023",303
2024,2,"Nefes - Yer Eksi İki
 15 Aralık 2023",218
2024,2,"Ölümlü Dünya 2
 1 Aralık 2023",171
2024,2,"Aquaman ve Kayıp Krallık
 22 Aralık 2023",200
2024,2,"Başkan
 5 Ocak 2024",182
2024,2,"Demon: Azab-ül Kem
 5 Ocak 2024",125
2024,2,"Wonka
 15 Aralık 2023",78
2024,2,"Murat Göğebakan: Kalbim Yaralı
 8 Aralık 2023",71
2024,3,"Kolpaçino 4 4'lük
 12 Ocak 2024",520
2024,3,"3391 Kilometre
 12 Ocak 2024",329
2024,3,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",346
2024,3,"Atatürk 1881 - 1919 (2. Film)
 5 Ocak 2024",337
2024,3,"Mutluyuz
 29 Aralık 2023",236
2024,3,"Tay 2: Ebabil Takımı
 12 Ocak 2024",221
2024,3,"Yaşam Koçu
 12 Ocak 2024",161
2024,3,"Arıcı: Ölüm Kovanı
 12 Ocak 2024",160
2024,3,"Ölümlü Dünya 2
 1 Aralık 2023",75
2024,3,"Nefes - Yer Eksi İki
 15 Aralık 2023",83
2024,4,"Lohusa
 19 Ocak 2024",605
2024,4,"Kolpaçino 4 4'lük
 12 Ocak 2024",535
2024,4,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",345
2024,4,"3391 Kilometre
 12 Ocak 2024",352
2024,4,"Kardeş Takımı
 19 Ocak 2024",248
2024,4,"Atatürk 1881 - 1919 (2. Film)
 5 Ocak 2024",230
2024,4,"Ördeklerin Göçü
 19 Ocak 2024",150
2024,4,"Afacanlar Kampta
 19 Ocak 2024",160
2024,4,"Mutluyuz
 29 Aralık 2023",128
2024,4,"Arıcı: Ölüm Kovanı
 12 Ocak 2024",73
2024,5,"Lohusa
 19 Ocak 2024",561
2024,5,"Kolpaçino 4 4'lük
 12 Ocak 2024",447
2024,5,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",339
2024,5,"Cem Karaca'nın Gözyaşları
 26 Ocak 2024",435
2024,5,"Kardeş Takımı
 19 Ocak 2024",246
2024,5,"3391 Kilometre
 12 Ocak 2024",303
2024,5,"Atatürk 1881 - 1919 (2. Film)
 5 Ocak 2024",123
2024,5,"Ördeklerin Göçü
 19 Ocak 2024",116
2024,5,"Büyük Macera 2: Sürpriz Misafir
 26 Ocak 2024",115
2024,5,"Haydi Tut Elimi
 26 Ocak 2024",210
2024,6,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",348
2024,6,"Lohusa
 19 Ocak 2024",468
2024,6,"Kolpaçino 4 4'lük
 12 Ocak 2024",324
2024,6,"Efsane
 2 Şubat 2024",341
2024,6,"Kardeş Takımı
 19 Ocak 2024",223
2024,6,"Cem Karaca'nın Gözyaşları
 26 Ocak 2024",313
2024,6,"3391 Kilometre
 12 Ocak 2024",186
2024,6,"Ördeklerin Göçü
 19 Ocak 2024",92
2024,6,"Argylle: Gizli Casus
 2 Şubat 2024",89
2024,6,"Atatürk 1881 - 1919 (2. Film)
 5 Ocak 2024",76
2024,7,"Lohusa
 19 Ocak 2024",468
2024,7,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",303
2024,7,"Kolpaçino 4 4'lük
 12 Ocak 2024",282
2024,7,"Efsane
 2 Şubat 2024",316
2024,7,"Zavallılar
 9 Şubat 2024",95
2024,7,"Harika Kanatlar: Maksimum Hız
 9 Şubat 2024",220
2024,7,"Kardeş Takımı
 19 Ocak 2024",187
2024,7,"Cem Karaca'nın Gözyaşları
 26 Ocak 2024",194
2024,7,"İyi Bir Aile Değiliz
 9 Şubat 2024",221
2024,7,"3391 Kilometre
 12 Ocak 2024",108
2024,8,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",506
2024,8,"Lohusa
 19 Ocak 2024",366
2024,8,"Hatıran Yeter
 16 Şubat 2024",223
2024,8,"Zaferin Rengi
 16 Şubat 2024",354
2024,8,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",244
2024,8,"Kolpaçino 4 4'lük
 12 Ocak 2024",167
2024,8,"C Takımı
 16 Şubat 2024",204
2024,8,"Zavallılar
 9 Şubat 2024",97
2024,8,"Madame Web
 16 Şubat 2024",353
2024,8,"Efsane
 2 Şubat 2024",165
2024,9,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",395
2024,9,"Hatıran Yeter
 16 Şubat 2024",192
2024,9,"Kolpaçino 4 4'lük
 12 Ocak 2024",100
2024,9,"Lohusa
 19 Ocak 2024",331
2024,9,"Erdal ile Ece
 23 Şubat 2024",420
2024,9,"Zaferin Rengi
 16 Şubat 2024",305
2024,9,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",182
2024,9,"C Takımı
 16 Şubat 2024",123
2024,9,"Hayatla Barış
 23 Şubat 2024",251
2024,9,"Zavallılar
 9 Şubat 2024",88
2024,10,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",812
2024,10,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",346
2024,10,"Lohusa
 19 Ocak 2024",306
2024,10,"Erdal ile Ece
 23 Şubat 2024",295
2024,10,"Zaferin Rengi
 16 Şubat 2024",218
2024,10,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",146
2024,10,"Son Şarkı - Ahmet'in Türküsü
 1 Mart 2024",185
2024,10,"C Takımı
 16 Şubat 2024",61
2024,10,"Zavallılar
 9 Şubat 2024",70
2024,10,"Kolpaçino 4 4'lük
 12 Ocak 2024",23
2024,11,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",621
2024,11,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",336
2024,11,"Lohusa
 19 Ocak 2024",271
2024,11,"Hayali
 8 Mart 2024",326
2024,11,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",126
2024,11,"Erdal ile Ece
 23 Şubat 2024",231
2024,11,"Emanet
 8 Mart 2024",163
2024,11,"Zaferin Rengi
 16 Şubat 2024",127
2024,11,"Kolpaçino 4 4'lük
 12 Ocak 2024",15
2024,11,"Rahha
 8 Mart 2024",136
2024,12,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",571
2024,12,"Tay 2: Ebabil Takımı
 12 Ocak 2024",305
2024,12,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",302
2024,12,"Mükemmel Aile
 15 Mart 2024",171
2024,12,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",100
2024,12,"Lohusa
 19 Ocak 2024",239
2024,12,"Gece Yüzüşü
 15 Mart 2024",129
2024,12,"Zavallılar
 9 Şubat 2024",96
2024,12,"Erdal ile Ece
 23 Şubat 2024",136
2024,12,"Hayali
 8 Mart 2024",216
2024,13,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",358
2024,13,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",266
2024,13,"Tay 2: Ebabil Takımı
 12 Ocak 2024",298
2024,13,"Hüddam 4: Ahmer
 22 Mart 2024",208
2024,13,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",69
2024,13,"Cesur Balina Katak
 22 Mart 2024",211
2024,13,"Lohusa
 19 Ocak 2024",162
2024,13,"Zavallılar
 9 Şubat 2024",77
2024,13,"Sırrını Biliyorum
 22 Mart 2024",82
2024,13,"Oppenheimer
 21 Temmuz 2023",81
2024,14,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",358
2024,14,"Hayalet Avcıları: Ürperti
 29 Mart 2024",303
2024,14,"Rafadan Tayfa 4: Hayrimatör
 29 Aralık 2023",69
2024,14,"Güneşi Söndürmem Gerek
 29 Mart 2024",282
2024,14,"Kral Şakir: Devler Uyandı
 16 Şubat 2024",217
2024,14,"Hüddam 4: Ahmer
 22 Mart 2024",192
2024,14,"Tay 2: Ebabil Takımı
 12 Ocak 2024",298
2024,14,"Winnie the Pooh: Kan ve Bal 2
 29 Mart 2024",287
2024,14,"Cesur Balina Katak
 22 Mart 2024",130
2024,14,"Lohusa
 19 Ocak 2024",100
2024,15,"Kung Fu Panda 4
 5 Nisan 2024",462
2024,15,"Godzilla ve Kong: Yeni İmparatorluk
 5 Nisan 2024",322
2024,15,"Hep Yek: Aşiret
 5 Nisan 2024",313
2024,15,"Ekip: Siberay - Güneş Fırtınası
 5 Nisan 2024",285
2024,15,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",123
2024,15,"Hayalet Avcıları: Ürperti
 29 Mart 2024",254
2024,15,"Küffar
 5 Nisan 2024",168
2024,15,"İki Gözüm Ahmet - Sürgün
 5 Nisan 2024",110
2024,15,"Mucize Aynalar
 5 Nisan 2024",159
2024,15,"Maymun Adam
 5 Nisan 2024",107
2024,16,"Kung Fu Panda 4
 5 Nisan 2024",337
2024,16,"Godzilla ve Kong: Yeni İmparatorluk
 5 Nisan 2024",327
2024,16,"Üç Harfliler: Nazar
 10 Nisan 2024",245
2024,16,"Hep Yek: Aşiret
 5 Nisan 2024",313
2024,16,"Ekip: Siberay - Güneş Fırtınası
 5 Nisan 2024",275
2024,16,"Küffar
 5 Nisan 2024",153
2024,16,"Dune: Çöl Gezegeni Bölüm İki
 1 Mart 2024",91
2024,16,"Omen: İlk Kehanet
 12 Nisan 2024",114
2024,16,"İki Gözüm Ahmet - Sürgün
 5 Nisan 2024",69
2024,16,"Hayalet Avcıları: Ürperti
 29 Mart 2024",140
2024,17,"Kung Fu Panda 4
 5 Nisan 2024",342
2024,17,"Godzilla ve Kong: Yeni İmparatorluk
 5 Nisan 2024",327
2024,17,"Üç Harfliler: Nazar
 10 Nisan 2024",245
2024,17,"Meraklı Kedinin 10 Yaşamı
 19 Nisan 2024",210
2024,17,"İç Savaş
 19 Nisan 2024",278
2024,17,"Hep Yek: Aşiret
 5 Nisan 2024",223
2024,17,"Ekip: Siberay - Güneş Fırtınası
 5 Nisan 2024",206
2024,17,"Harry Potter ve Ölüm Yadigarları: Bölüm 1
 17 Kasım 2010",104
2024,17,"Arap Kadri
 19 Nisan 2024",186
2024,17,"Tutsak Abigail
 19 Nisan 2024",129
2024,18,"Cadı
 26 Nisan 2024",256
2024,18,"Kung Fu Panda 4
 5 Nisan 2024",340
2024,18,"Dublör
 26 Nisan 2024",278
2024,18,"Godzilla ve Kong: Yeni İmparatorluk
 5 Nisan 2024",270
2024,18,"Meraklı Kedinin 10 Yaşamı
 19 Nisan 2024",163
2024,18,"Arınma
 26 Nisan 2024",129
2024,18,"Küçük Don Kişot'un Maceraları
 26 Nisan 2024",230
2024,18,"Zah-Har ""Cin Ahalisi""
 26 Nisan 2024",119
2024,18,"Rekabet
 26 Nisan 2024",112
2024,18,"Üç Harfliler: Nazar
 10 Nisan 2024",143
2024,19,"Cadı
 26 Nisan 2024",201
2024,19,"Kung Fu Panda 4
 5 Nisan 2024",327
2024,19,"Tarot
 3 Mayıs 2024",195
2024,19,"Dublör
 26 Nisan 2024",267
2024,19,"Godzilla ve Kong: Yeni İmparatorluk
 5 Nisan 2024",197
2024,19,"Back to Black
 3 Mayıs 2024",122
2024,19,"Meraklı Kedinin 10 Yaşamı
 19 Nisan 2024",90
2024,19,"Bakkal Amca: Mahmut Tuncer
 3 Mayıs 2024",189
2024,19,"Sobe: Sakallı Bebek
 3 Mayıs 2024",134
2024,19,"Üç Günlük Dünya
 3 Mayıs 2024",192
2024,20,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",769
2024,20,"Kung Fu Panda 4
 5 Nisan 2024",299
2024,20,"Tarot
 3 Mayıs 2024",203
2024,20,"Cadı
 26 Nisan 2024",100
2024,20,"MAKKA: Cinn-i Azap
 10 Mayıs 2024",190
2024,20,"Süper Ajan Bernard: Görev Mars
 10 Mayıs 2024",189
2024,20,"Çingene Kızı Zeugma
 10 Mayıs 2024",139
2024,20,"Meraklı Kedinin 10 Yaşamı
 19 Nisan 2024",70
2024,20,"Dublör
 26 Nisan 2024",147
2024,20,"Back to Black
 3 Mayıs 2024",111
2024,21,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",617
2024,21,"Kung Fu Panda 4
 5 Nisan 2024",280
2024,21,"Hayali Arkadaşlar
 17 Mayıs 2024",316
2024,21,"Ziyaretçiler: Bölüm 1
 17 Mayıs 2024",204
2024,21,"Tarot
 3 Mayıs 2024",165
2024,21,"Alem-i Cin 5: Azap
 17 Mayıs 2024",156
2024,21,"Tombul Mombul Takımı: Sırt Sırta
 17 Mayıs 2024",234
2024,21,"Dünya Malı - Eksi Bir
 17 Mayıs 2024",186
2024,21,"Meraklı Kedinin 10 Yaşamı
 19 Nisan 2024",48
2024,21,"Üç Silahşörler: D'Artagnan
 17 Mayıs 2024",100
2024,22,"Furiosa: Bir Mad Max Destanı
 24 Mayıs 2024",325
2024,22,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",393
2024,22,"Kung Fu Panda 4
 5 Nisan 2024",243
2024,22,"Hayali Arkadaşlar
 17 Mayıs 2024",267
2024,22,"Kolpaçino 4 4'lük
 12 Ocak 2024",74
2024,22,"Ziyaretçiler: Bölüm 1
 17 Mayıs 2024",149
2024,22,"Tarot
 3 Mayıs 2024",103
2024,22,"Şeytan Tohumları
 24 Mayıs 2024",153
2024,22,"Keçigiller
 24 Mayıs 2024",202
2024,22,"Yapay Sevgilim
 24 Mayıs 2024",157
2024,23,"Garfield
 31 Mayıs 2024",420
2024,23,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",315
2024,23,"Furiosa: Bir Mad Max Destanı
 24 Mayıs 2024",520
2024,23,"Kung Fu Panda 4
 5 Nisan 2024",215
2024,23,"Kolpaçino 4 4'lük
 12 Ocak 2024",12
2024,23,"Şeytanla Bir Gece
 31 Mayıs 2024",135
2024,23,"Kara Ayin
 31 Mayıs 2024",147
2024,23,"Hayali Arkadaşlar
 17 Mayıs 2024",177
2024,23,"Karanlıktan Kaçış
 31 Mayıs 2024",156
2024,23,"Tarot
 3 Mayıs 2024",55
2024,24,"Garfield
 31 Mayıs 2024",340
2024,24,"Bad Boys: Ya Hep Ya Hiç
 7 Haziran 2024",287
2024,24,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",288
2024,24,"Furiosa: Bir Mad Max Destanı
 24 Mayıs 2024",274
2024,24,"Gözcüler
 7 Haziran 2024",162
2024,24,"Adak
 7 Haziran 2024",256
2024,24,"Kung Fu Panda 4
 5 Nisan 2024",168
2024,24,"3. Gece Habis
 7 Haziran 2024",141
2024,24,"Haikyu!! The Dumpster Battle
 7 Haziran 2024",53
2024,24,"Hit Man
 7 Haziran 2024",125
2024,25,"Ters Yüz 2
 14 Haziran 2024",530
2024,25,"Siccin 7
 14 Haziran 2024",368
2024,25,"Garfield
 31 Mayıs 2024",349
2024,25,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",187
2024,25,"Bad Boys: Ya Hep Ya Hiç
 7 Haziran 2024",379
2024,25,"Mahzen
 14 Haziran 2024",128
2024,25,"Furiosa: Bir Mad Max Destanı
 24 Mayıs 2024",150
2024,25,"Veda Partisi
 14 Haziran 2024",205
2024,25,"Gözcüler
 7 Haziran 2024",139
2024,25,"Kung Fu Panda 4
 5 Nisan 2024",69
2024,26,"Ters Yüz 2
 14 Haziran 2024",435
2024,26,"Siccin 7
 14 Haziran 2024",316
2024,26,"Garfield
 31 Mayıs 2024",309
2024,26,"Maymunlar Cehennemi: Yeni Krallık
 10 Mayıs 2024",164
2024,26,"Bad Boys: Ya Hep Ya Hiç
 7 Haziran 2024",254
2024,26,"Şeytan Ayini
 21 Haziran 2024",202
2024,26,"Motorcular
 21 Haziran 2024",99
2024,26,"Mahzen
 14 Haziran 2024",116
2024,26,"Veda Partisi
 14 Haziran 2024",156
2024,26,"Furiosa: Bir Mad Max Destanı
 24 Mayıs 2024",82
